trip_uuid,isolation_anomaly,isolation_score,Anomaly,delivery_time_hours,actual_time,osrm_time,actual_distance_to_destination,osrm_distance,factor,segment_factor,is_cutoff,duplicate_flag,same_city
trip-153731845387262214,0,0.06468301285748462,Normal,,525,290,352.826793,409.0927,1.810344828,1.5,True,0,0
trip-153827708914333782,0,0.07587307823746375,Normal,-11.28,72,34,24.8853985,35.7299,2.117647059,1.714285714,False,0,0
trip-153808909240037898,0,0.16127063994419139,Normal,,105,93,89.47782154,108.1548,1.129032258,0.586206897,True,1,0
trip-153808643968382469,0,0.18476420435981078,Normal,,35,26,22.3704123,31.3084,1.346153846,1.346153846,True,0,0
trip-153679135608348464,0,0.15884427213385022,Normal,,418,207,245.3196816,290.734,2.019323671,1.5,True,1,0
trip-153680114309411459,0,0.13320695402202898,Normal,3.27,176,50,46.62825249,66.3154,3.52,2.5,True,1,0
trip-153714615707596721,0,0.04560037594301525,Normal,11.393333333333333,1032,599,727.1321762,825.2283,1.722871452,2.0,True,1,0
trip-153690048420344902,0,0.1322835933370049,Normal,,59,16,9.481221637,12.2476,3.6875,3.6875,True,0,0
trip-153764683197391241,0,0.17648370618047454,Normal,-1.405,100,51,44.23823729,46.8892,1.960784314,1.545454545,True,0,0
trip-153859310940783608,0,0.044315380360510415,Normal,,608,126,88.30770901,152.2674,4.825396825,4.238095238,True,0,0
trip-153755502932196495,0,0.07336614842227956,Normal,,1178,801,880.0293244,1042.3197,1.470661673,1.6,True,1,0
trip-153705589682687518,0,0.19011133429780624,Normal,,128,55,66.31986593,77.839,2.327272727,1.875,True,1,0
trip-153814637299375483,0,0.16183631460103443,Normal,,24,24,22.14454531,24.5146,1.0,1.0,True,0,0
trip-153697306859659905,0,0.19138273518034377,Normal,,93,58,67.13086024,76.538,1.603448276,1.533333333,True,1,0
trip-153789251841408502,0,0.16497307554373164,Normal,,37,37,24.57342913,26.0542,1.0,1.0,True,1,0
trip-153733077450483607,0,0.18090670161166233,Normal,,111,54,45.09231921,67.3718,2.055555556,3.142857143,True,1,0
trip-153686723285930284,0,0.16212478390209195,Normal,,333,195,221.3051203,264.6164,1.707692308,1.888888889,True,1,0
trip-153741107307475483,0,0.15512266766474447,Normal,,16,7,9.5252276,10.2609,2.285714286,2.285714286,True,0,0
trip-153809204863803347,0,0.16586822136078244,Normal,,312,153,198.2116058,216.0435,2.039215686,1.842105263,True,1,0
trip-153818047577525295,0,0.14879904674354877,Normal,2.1133333333333333,23,9,9.876090986,13.1434,2.555555556,2.555555556,True,0,0
trip-153828414962515194,0,0.170199173775681,Normal,,241,165,157.02347,181.0304,1.460606061,1.25,True,1,0
trip-153860193909598747,0,0.18682655318189068,Normal,,48,27,22.25282841,29.5183,1.777777778,1.777777778,True,0,0
trip-153765137092485763,0,0.17270056250608523,Normal,,28,24,22.23494383,22.3898,1.166666667,1.166666667,True,0,0
trip-153840835485141369,0,0.1470407210035498,Normal,,94,110,44.23845748,73.1974,0.854545455,0.555555556,True,1,0
trip-153799985750660365,0,0.13959259769467552,Normal,,78,43,45.49048477,53.6151,1.813953488,1.777777778,False,1,0
trip-153815039649302981,0,0.1886337536813728,Normal,,52,37,44.57073259,51.4563,1.405405405,1.157894737,True,1,0
trip-153816861529630762,0,0.1833394597774926,Normal,,74,34,36.22539969,42.4058,2.176470588,1.875,True,0,0
trip-153819749763881430,0,0.15816964177199339,Normal,,272,174,155.0441321,206.4305,1.563218391,0.5125,True,1,0
trip-153765940886149033,0,0.17267786182797407,Normal,,26,17,9.731296888,12.8184,1.529411765,1.529411765,True,0,0
trip-153860998196116365,0,0.15233224238661763,Normal,,147,42,36.31847792,45.6291,3.5,1.5,True,1,0
trip-153854305492910872,0,0.07448968035165116,Normal,10.35,302,122,132.0826571,158.6833,2.475409836,4.909090909,True,1,0
trip-153759210483476123,0,0.1036912835541865,Normal,,1241,618,727.3539211,860.6378,2.008090615,2.103448276,True,1,0
trip-153807532227594374,0,0.09460887297476833,Normal,-7.8533333333333335,579,351,396.944402,486.344,1.64957265,1.894736842,True,1,0
trip-153697469675610753,0,0.13059438708200882,Normal,,148,119,110.9198376,133.4015,1.243697479,0.566037736,True,0,0
trip-153861002443221811,0,0.15825150773928476,Normal,,12,7,9.78970912,10.085,1.714285714,1.714285714,True,0,0
trip-153796479349968193,0,0.19150194449728825,Normal,,36,21,24.11753384,26.9768,1.714285714,1.714285714,True,1,0
trip-153729364786613267,0,0.1257049550452463,Normal,,882,514,506.8217812,714.2222,1.715953307,1.869565217,True,1,0
trip-153763268806398965,0,0.15223945407911477,Normal,,269,178,133.0858272,205.9699,1.511235955,0.444444444,True,1,0
trip-153739451270679868,0,0.13204678821191007,Normal,11.025,90,35,45.3007263,48.471,2.571428571,2.0,True,1,0
trip-153745784935153780,0,0.11298643463794589,Normal,,255,178,154.272156,220.8175,1.43258427,1.928571429,True,0,0
trip-153830165384305991,0,0.1825783155134998,Normal,-0.23666666666666666,45,20,18.3490659,27.3135,2.25,2.428571429,True,1,0
trip-153752606794602073,0,0.13621147584856924,Normal,-8.808333333333334,79,38,44.35410801,55.0764,2.078947368,2.1875,True,1,0
trip-153798921747386540,0,0.11149796612245388,Normal,-10.446666666666667,13,8,10.24755463,11.2268,1.625,1.625,True,1,0
trip-153679323815349794,0,0.12817621374281168,Normal,,58,48,55.0510265,57.71,1.208333333,1.428571429,False,0,0
trip-153688678179349436,0,0.18322757859911887,Normal,,32,24,23.37894773,26.5552,1.333333333,1.333333333,True,0,0
trip-153730908923708296,0,0.11298283194932296,Normal,,1086,462,530.1073279,604.5187,2.350649351,1.470588235,True,1,0
trip-153755796480832427,0,0.10299690933809263,Normal,,285,192,199.6531808,220.3701,1.484375,1.3125,True,0,0
trip-153845896761179410,0,0.12267232274754114,Normal,,588,411,462.3048979,526.1524,1.430656934,1.411764706,True,1,0
trip-153819100904603088,0,0.18413150519064708,Normal,,153,73,81.05060174,98.1586,2.095890411,2.125,True,1,0
trip-153684341450653237,0,0.12590471113354518,Normal,,874,475,506.8334333,624.438,1.84,2.423076923,True,1,0
trip-153758951564157441,0,0.07209584314409284,Normal,,1698,828,925.19921,1102.8331,2.050724638,2.157894737,True,1,0
trip-153727838450436302,0,0.12268368349231162,Normal,,52,20,15.06847719,18.6207,2.6,2.6,False,0,0
trip-153764747208162712,0,0.09838009060904046,Normal,-17.533333333333335,148,82,111.1588755,114.8739,1.804878049,1.611111111,True,1,0
trip-153820286099774363,0,0.15183575040214892,Normal,,13,12,9.054854784,13.33,1.083333333,1.083333333,True,1,0
trip-153833808980383060,0,0.1288058583995998,Normal,,219,68,66.00276367,96.7467,3.220588235,3.52173913,True,0,0
trip-153728818430635674,0,0.16662866874702148,Normal,,18,13,9.952422681,11.6283,1.384615385,1.384615385,True,0,0
trip-153727668181721848,0,0.07664520413917425,Normal,,1026,346,396.0070508,466.6697,2.965317919,3.375,True,1,0
trip-153745881237979164,0,0.1680022399301196,Normal,,49,41,36.96096228,43.0276,1.195121951,1.0,True,0,0
trip-153737172708015292,0,0.1399982733474936,Normal,,83,37,29.95890162,37.7097,2.243243243,2.333333333,False,0,0
trip-153721276049052801,0,0.16142765005695192,Normal,,416,193,176.5444393,243.1271,2.155440415,1.761904762,True,1,0
trip-153815420631122311,0,0.19103039721631643,Normal,,102,60,66.24132312,83.345,1.7,1.857142857,True,1,0
trip-153818314049194319,0,0.17643755349295304,Normal,,20,12,10.12191994,12.8143,1.666666667,1.666666667,True,1,0
trip-153815701902527646,1,-0.05873736850721467,Fraud,,2744,1421,1541.510445,1885.0007,1.931034483,2.25,True,1,0
trip-153853612487966126,0,0.1823543811860069,Normal,,67,45,36.093154,56.8669,1.488888889,1.9,True,0,0
trip-153743942421240840,0,0.15816326836452543,Normal,,459,221,242.8642196,298.4275,2.076923077,1.875,True,1,0
trip-153749029306374033,0,0.15229233001572345,Normal,,92,77,46.07853616,86.4538,1.194805195,0.822580645,True,0,0
trip-153705664736569003,0,0.1673125651883462,Normal,,270,146,132.2629577,155.2634,1.849315068,1.277777778,True,1,0
trip-153798257561899372,0,0.17312759753104273,Normal,,87,65,44.11542447,52.5106,1.338461538,0.972222222,True,0,0
trip-153774121844495171,0,0.04186371466412486,Normal,-7.78,1101,684,794.3949038,924.397,1.609649123,1.260869565,True,1,0
trip-153788118805386537,0,0.19098162981773603,Normal,,94,43,44.05754223,62.0205,2.186046512,2.25,True,1,0
trip-153773412633076148,0,0.12990993001182366,Normal,,114,42,44.87427641,52.8119,2.714285714,2.230769231,False,0,0
trip-153813931982659430,0,0.08538547805663915,Normal,,1128,718,728.5106115,975.6647,1.571030641,1.736842105,True,1,0
trip-153791974008772416,0,0.060174633914802544,Normal,-7.03,135,33,38.66138193,44.5473,4.090909091,1.923076923,False,0,0
trip-153697858198336528,0,0.09559756916434992,Normal,,998,576,664.0060398,762.8286,1.732638889,0.29787234,True,1,0
trip-153837029526866991,0,0.12171151119872287,Normal,,1064,535,638.8534706,706.842,1.988785047,1.642857143,True,1,0
trip-153833321805533843,0,0.07478026946122557,Normal,,1764,890,970.0445856,1222.7137,1.982022472,1.941176471,True,1,0
trip-153740449057310632,0,0.09474892215614544,Normal,,35,8,9.228686376,12.2135,4.375,4.375,True,0,0
trip-153733158313440021,0,0.17321247458015893,Normal,,154,104,132.6759194,146.282,1.480769231,1.684210526,True,1,0
trip-153729840439178672,0,0.1453368391178857,Normal,-5.29,14,8,9.970108863,11.3948,1.75,1.75,True,1,0
trip-153756167691522479,0,0.10699519023137272,Normal,,205,117,128.26836,145.7932,1.752136752,1.657142857,False,1,0
trip-153723666682820152,0,0.1894721227915267,Normal,,83,54,67.12985782,77.7522,1.537037037,1.533333333,True,1,0
trip-153853670439847865,0,0.1674596538499779,Normal,,21,19,23.97908485,26.9621,1.105263158,1.105263158,True,0,0
trip-153721267905424515,0,0.19059680574275623,Normal,,70,35,44.11519602,49.0965,2.0,2.352941176,True,1,0
trip-153823463080345040,0,0.194642689625263,Normal,,48,24,22.22677616,30.925,2.0,2.0,True,1,0
trip-153812830584066254,0,0.17078158253733,Normal,,285,115,108.7663554,152.2407,2.47826087,1.5,True,1,0
trip-153758063060000193,0,0.18485646432132113,Normal,,30,22,27.47189444,30.9705,1.363636364,1.25,True,1,0
trip-153708300168954416,0,0.08420460684450759,Normal,,71,20,11.88172886,16.8559,3.55,-1.0,False,0,0
trip-153713540050205796,0,0.16869176221929844,Normal,,23,11,9.740403508,12.6011,2.090909091,2.090909091,True,0,0
trip-153724722194279132,0,0.1117643985568752,Normal,,157,62,61.70663497,87.8185,2.532258065,2.166666667,False,1,0
trip-153705530228339140,0,0.13949464224147523,Normal,,58,34,29.49843678,37.6318,1.705882353,1.75,False,1,0
trip-153796781323528185,0,0.04827953106185512,Normal,-3.025,1718,971,990.102405,1333.1158,1.76930999,1.25,True,1,0
trip-153696624541034286,0,0.16308148729198851,Normal,,23,22,18.35541442,20.8147,1.045454545,1.2,True,0,0
trip-153858852088283924,0,0.16559931294383629,Normal,,333,143,176.6702787,192.6286,2.328671329,1.625,True,1,0
trip-153818994432577450,0,0.12340895661824192,Normal,,88,35,39.71391916,42.323,2.514285714,4.0,False,0,0
trip-153854476662261861,1,-0.07232115806602801,Fraud,,2682,1288,1497.06959,1801.5869,2.082298137,4.529411765,True,1,0
trip-153747019098208052,0,0.031784567004735975,Normal,,597,341,418.8434744,463.7933,1.750733138,12.2,True,1,0
trip-153803683878704599,1,-0.08947483271076062,Fraud,,2111,573,619.737185,742.175,3.684118674,51.81818182,True,1,0
trip-153728841115961437,0,0.18070800361405148,Normal,,80,56,45.04130592,52.0703,1.428571429,1.185185185,True,0,0
trip-153759275169639623,0,0.09334994873218644,Normal,,1418,641,682.9460057,845.4524,2.212168487,1.666666667,True,1,0
trip-153702798917310277,0,0.14528761227799097,Normal,,53,33,31.68950649,37.2095,1.606060606,1.333333333,False,0,0
trip-153680977852943421,0,0.03787936925025026,Normal,,2075,867,969.7865869,1162.7168,2.393310265,1.25,True,1,0
trip-153811219535896559,0,0.1074251218474438,Normal,,1250,612,704.2833683,814.7485,2.04248366,1.5,True,1,0
trip-153704844310090347,0,0.12587152507475313,Normal,,678,374,398.0418684,494.6902,1.812834225,2.777777778,True,1,0
trip-153744025394190035,0,0.148246402391375,Normal,,586,325,286.4673037,361.9356,1.803076923,1.266666667,True,1,0
trip-153700553322247369,0,0.19368290577890512,Normal,,41,21,23.07430816,31.0804,1.952380952,1.952380952,True,1,0
trip-153716734916126829,0,0.17358067628056195,Normal,,36,19,9.755409606,13.1353,1.894736842,1.894736842,True,0,0
trip-153721834717774994,0,0.16150624057217888,Normal,,241,162,198.2503402,226.4619,1.487654321,1.571428571,True,1,0
trip-153754304446771721,0,0.1550897493995107,Normal,-3.8516666666666666,247,148,154.7472012,196.1431,1.668918919,2.0,True,1,0
trip-153859604067443701,0,0.1881253069305654,Normal,,46,26,22.54397844,24.7449,1.769230769,1.769230769,True,0,0
trip-153756710361595614,0,0.046191502196584744,Normal,,1982,1000,1276.032107,1393.2619,1.982,1.333333333,True,1,0
trip-153697040160165046,0,0.06052391457596262,Normal,10.331666666666667,36,29,28.1665912,38.4227,1.24137931,-1.0,False,0,0
trip-153802876613714747,1,-0.02246280394580502,Fraud,-1.4666666666666666,2323,1297,1408.037747,1793.1528,1.791056284,2.047619048,True,1,0
trip-153688433797310425,0,0.05887585720451427,Normal,,1866,931,1056.687084,1295.1086,2.004296455,2.333333333,True,1,0
trip-153784927255069118,0,0.1648228653519207,Normal,,255,165,176.0813631,218.9785,1.545454545,1.772727273,True,1,0
trip-153765483126993361,0,0.15427098547766765,Normal,,526,226,242.8458396,305.1477,2.327433628,1.882352941,True,1,0
trip-153755779245834106,0,0.18724771152482156,Normal,,101,68,90.45603539,96.0741,1.485294118,1.6,True,1,0
trip-153677371396961699,0,0.17699317394990466,Normal,,237,137,154.2894064,180.1197,1.729927007,1.958333333,True,1,0
trip-153758280646960295,0,0.08301246966321235,Normal,,1283,699,748.3523328,930.6862,1.835479256,0.711864407,True,1,0
trip-153729857243999993,0,0.05911438531842533,Normal,,1635,941,1056.174591,1279.4727,1.737513284,1.0,True,1,0
trip-153753829774377316,0,0.1927176657451629,Normal,,88,40,44.38849742,53.6958,2.2,1.875,True,1,0
trip-153696397494504686,0,0.17967975216863358,Normal,,49,37,22.33863307,46.6174,1.324324324,1.324324324,True,0,0
trip-153859166225316621,0,0.05329923101569123,Normal,,1715,904,1100.074359,1277.0213,1.897123894,0.24691358,True,1,0
trip-153713164730139735,0,0.15212503301588493,Normal,,57,17,22.03095354,24.6177,3.352941176,3.352941176,True,0,0
trip-153764583597192972,0,0.16010305058637647,Normal,,302,176,221.1711176,247.0194,1.715909091,1.875,True,1,0
trip-153755812611729429,0,0.18322057395530372,Normal,,167,75,93.25065843,106.2914,2.226666667,1.458333333,True,1,0
trip-153738739122499261,0,0.15775548269058431,Normal,,47,16,19.21536248,23.3085,2.9375,3.285714286,True,1,0
trip-153797075209653066,0,0.08202935891181218,Normal,15.62,153,113,132.9788775,151.5442,1.353982301,1.4375,True,1,0
trip-153731287970886869,0,0.13247912674224444,Normal,,46,23,14.98133358,25.7325,2.0,0.857142857,False,0,0
trip-153860967048183110,0,0.16287993843390453,Normal,,24,21,18.05234179,21.1496,1.142857143,0.75,True,0,0
trip-153748781623299724,0,0.16278894491204854,Normal,,66,27,27.52992578,30.2781,2.444444444,4.375,True,1,0
trip-153805047737792255,0,0.05584707491239582,Normal,,52,17,24.42435988,25.2394,3.058823529,8.0,False,1,0
trip-153707307438150188,0,0.16817542064597196,Normal,,171,59,44.09870957,56.8094,2.898305085,2.772727273,True,1,0
trip-153722363847990243,0,0.18090966385814577,Normal,,34,15,18.90493561,21.9756,2.266666667,1.666666667,True,1,0
trip-153784049642477659,0,0.1630451456441364,Normal,,138,53,66.13896129,76.1798,2.603773585,2.4375,True,0,0
trip-153696689634268196,0,0.1410661809565359,Normal,,682,348,353.8714213,450.1805,1.959770115,1.272727273,True,1,0
trip-153743275803811664,0,0.037326172173968386,Normal,,371,171,202.7495702,234.7281,2.169590643,1.5,False,0,0
trip-153676430840906553,0,0.1769275739728569,Normal,,255,146,155.3546159,172.5886,1.746575342,1.555555556,True,1,0
trip-153815314704389179,0,0.08885396921264299,Normal,,416,212,198.1249322,269.7745,1.962264151,0.764705882,True,0,0
trip-153696821077115152,0,0.192128681963823,Normal,,80,54,46.02626538,54.2769,1.481481481,1.888888889,True,1,0
trip-153687867104119242,0,0.1764746447044372,Normal,,91,30,38.18615208,40.7425,3.033333333,1.5,True,1,0
trip-153746823686822187,0,0.18566781251002,Normal,,35,22,22.17910674,24.1067,1.590909091,1.590909091,True,0,0
trip-153795920954561831,0,0.11933070197691142,Normal,,427,228,220.4007439,292.8988,1.872807018,5.0625,True,1,0
trip-153706042412374786,0,0.17856246429597933,Normal,,95,47,67.13140238,67.3587,2.021276596,1.875,True,0,0
trip-153723559466051448,0,0.17779856468227562,Normal,,246,100,132.1359336,139.3764,2.46,1.947368421,True,1,0
trip-153704364237765598,0,0.16172580500801137,Normal,-2.5083333333333333,103,47,36.51183467,47.6334,2.191489362,3.923076923,True,1,0
trip-153677568535408023,0,0.15638437807508127,Normal,,73,66,23.73450711,84.3758,1.106060606,1.106060606,True,0,0
trip-153707889075734487,0,0.05484753676711451,Normal,,210,125,133.1394938,152.064,1.68,-1.0,False,0,0
trip-153793363013539444,0,0.1326028883316085,Normal,,849,438,506.1715793,617.8253,1.938356164,1.846153846,True,1,0
trip-153775904033094104,0,0.10376737524642837,Normal,-0.9016666666666666,1157,605,660.9534541,787.7573,1.912396694,1.375,True,1,0
trip-153790579988123788,0,0.13273737259356394,Normal,,34,10,10.30709549,11.765,3.4,3.4,True,1,0
trip-153731287838881978,0,0.13143989506465048,Normal,,64,39,33.6686534,36.5084,1.641025641,3.272727273,False,0,0
trip-153719640481313358,0,0.17322112410784668,Normal,,178,114,133.5408,152.33,1.561403509,1.4,True,1,0
trip-153708978798314114,0,0.12817395918130764,Normal,,580,391,286.8693458,463.5459,1.483375959,0.970588235,True,1,0
trip-153695798198458104,0,0.1389794871965826,Normal,,71,38,32.66694739,53.2355,1.868421053,2.055555556,False,1,0
trip-153837775872378483,0,0.1526742975348645,Normal,,494,202,228.8710252,286.4003,2.445544554,1.52,True,1,0
trip-153691563692126979,0,0.16712576573860372,Normal,,156,59,66.56082661,82.4888,2.644067797,3.090909091,True,1,0
trip-153744025394190035,0,0.19355712028627042,Normal,,40,23,24.28446291,28.3784,1.739130435,1.739130435,True,1,0
trip-153808847079288273,0,0.17960647386338702,Normal,0.6733333333333333,28,21,27.14079322,29.88,1.333333333,1.142857143,True,1,0
trip-153844959220264401,0,0.18623889758876944,Normal,,69,29,22.07017098,38.8172,2.379310345,2.379310345,True,1,0
trip-153741795740530104,0,0.12969858709415832,Normal,,874,427,507.4952134,553.8682,2.046838407,1.92,True,1,0
trip-153808710852822779,0,0.12786612924417262,Normal,,129,68,56.13341613,67.8455,1.897058824,1.615384615,False,0,0
trip-153814241143422008,0,0.05696921046834913,Normal,,1427,682,903.411945,966.1837,2.092375367,3.631578947,True,1,0
trip-153731254471715100,0,0.09431867757195789,Normal,,59,13,10.5177355,14.3651,4.538461538,4.538461538,True,0,0
trip-153784403071383012,0,0.18200038998805407,Normal,,96,63,54.34454531,78.0292,1.523809524,0.583333333,True,1,0
trip-153759574910468958,1,-0.010489697264893794,Fraud,,2254,1278,1408.73089,1713.8316,1.763693271,2.166666667,True,1,0
trip-153818784850260867,0,0.10853493724182978,Normal,,1205,629,748.4998543,889.1992,1.915739269,1.4375,True,1,0
trip-153851711170558156,0,0.1581631683269536,Normal,,86,46,27.14623914,65.4044,1.869565217,4.166666667,True,0,0
trip-153852471634920430,0,0.17482839866854172,Normal,,26,15,9.894074485,18.6754,1.733333333,1.733333333,True,0,0
trip-153785620803541040,0,0.17624696628196101,Normal,,22,13,9.074254043,14.0071,1.692307692,1.692307692,True,1,0
trip-153727947296978561,0,0.12757411310640782,Normal,7.418333333333333,115,61,62.5202552,77.9072,1.885245902,1.885245902,True,0,0
trip-153718942675289073,1,-0.02055587400777903,Fraud,,2221,1320,1387.446529,1819.3869,1.682575758,1.444444444,True,1,0
trip-153723000711590668,1,-0.07571119986063979,Fraud,,186,14,10.07260177,14.4435,13.28571429,13.28571429,False,0,0
trip-153738602947300281,0,0.12620785148389307,Normal,,67,50,27.97582262,40.4243,1.34,0.230769231,False,0,0
trip-153708075974847869,0,0.13223142025845225,Normal,,236,95,89.13000807,108.8268,2.484210526,3.294117647,True,0,0
trip-153852311343024346,0,0.17627868570204902,Normal,,46,31,27.68813636,35.0031,1.483870968,0.923076923,True,0,0
trip-153745694804626435,1,-0.008377297930832306,Fraud,,2093,1127,1166.671007,1551.7028,1.857142857,5.0,True,1,0
trip-153755621169432372,0,0.13708716095967,Normal,,349,233,245.3087948,301.6608,1.497854077,0.133333333,True,1,0
trip-153753993012372153,0,0.1854282366814869,Normal,,155,86,111.3998991,123.1004,1.802325581,1.529411765,True,1,0
trip-153763268806398965,0,0.10885867890441003,Normal,,1088,571,705.0587712,764.9823,1.905429072,2.444444444,True,1,0
trip-153824954723370386,0,0.19626933012435765,Normal,,62,37,46.4194234,50.4298,1.675675676,2.0,True,1,0
trip-153816448597565211,0,0.1403558011867984,Normal,,468,308,332.3162397,379.6496,1.519480519,1.4375,True,1,0
trip-153811219535896559,0,0.15993346802155461,Normal,,417,216,242.0867992,287.1104,1.930555556,1.875,True,1,0
trip-153840268661544382,0,0.0932996725531261,Normal,,1160,464,616.5625712,657.3884,2.5,2.058823529,True,1,0
trip-153721590035745248,0,0.11986066693707292,Normal,,912,548,616.9135128,710.6298,1.664233577,1.6,True,1,0
trip-153774011167484306,0,0.08306441199850217,Normal,,32,7,9.456270547,11.0577,4.571428571,4.571428571,True,1,0
trip-153671191949943656,0,0.10940102518162026,Normal,,175,63,57.34526177,76.0934,2.777777778,2.5,False,0,0
trip-153676703486476302,0,0.14970884825495534,Normal,,504,280,331.6753165,378.1391,1.8,1.411764706,True,1,0
trip-153854122294085889,0,0.11737737002977594,Normal,,785,406,418.0464885,511.4154,1.933497537,0.486111111,True,1,0
trip-153847830932997006,0,0.11646298050200848,Normal,,82,45,22.40534145,42.3394,1.822222222,-1.0,False,0,0
trip-153746529632075234,0,0.18077623350214028,Normal,,38,31,23.86461897,28.4899,1.225806452,1.225806452,True,1,0
trip-153747611517521785,0,0.08059801304580799,Normal,2.986666666666667,1200,497,660.2424972,704.7879,2.414486922,1.52,True,1,0
trip-153800359299843364,0,0.18778388966960902,Normal,,32,19,19.14429773,22.3597,1.684210526,1.6,True,1,0
trip-153794907452350443,0,0.09831205277807692,Normal,,295,136,176.4078039,192.5258,2.169117647,4.235294118,True,0,0
trip-153681313346394752,0,0.15411083105964457,Normal,,13,6,9.100888174,9.4372,2.166666667,2.166666667,True,0,0
trip-153697858198336528,0,0.09800894573717489,Normal,,1021,578,683.2181581,803.823,1.766435986,0.223300971,True,1,0
trip-153696077153516997,0,0.1648629632941031,Normal,,25,24,22.96880086,26.6408,1.041666667,1.041666667,True,0,0
trip-153846035308581166,0,0.11043535490117379,Normal,,1067,481,572.226853,631.9973,2.218295218,1.863636364,True,1,0
trip-153771079187465172,0,0.11696149834836289,Normal,,322,141,176.1452256,199.0365,2.283687943,1.764705882,True,0,0
trip-153781252161825184,0,0.1859647582725132,Normal,,153,71,89.38478165,101.0581,2.154929577,1.894736842,True,1,0
trip-153807469042668406,0,0.18943061553805468,Normal,,122,58,68.27874306,77.5909,2.103448276,1.529411765,True,1,0
trip-153793999089967312,0,0.013489943974716923,Normal,,2145,1206,1298.886931,1668.7321,1.778606965,1.647058824,True,1,0
trip-153770320437021174,0,0.15740884810431954,Normal,,436,248,286.1788976,336.7805,1.758064516,1.625,True,1,0
trip-153798335888087079,0,0.09772261431915141,Normal,,1205,535,682.3164134,756.4503,2.252336449,2.1875,True,1,0
trip-153842291440720133,0,0.19182965692988252,Normal,,48,23,28.54698695,31.586,2.086956522,1.666666667,True,1,0
trip-153800550884418718,0,0.08497133693305975,Normal,,96,21,15.82554492,21.7515,4.571428571,2.4,False,0,0
trip-153705069757885654,0,0.11160265858587826,Normal,,155,77,77.18395272,105.6192,2.012987013,2.9375,False,1,0
trip-153833853248308521,0,0.07615181549482647,Normal,,71,40,44.02959097,57.0633,1.775,20.5,True,1,0
trip-153715938946690081,0,0.1314906733158252,Normal,,840,441,507.5595037,620.5332,1.904761905,2.0,True,1,0
trip-153789142894232238,0,0.11811815047044172,Normal,0.5416666666666666,947,513,550.4637761,657.9002,1.846003899,1.894736842,True,1,0
trip-153676198902045336,0,0.15674619970781095,Normal,,437,231,243.7720491,298.4986,1.891774892,2.315789474,True,1,0
trip-153699606841223179,0,0.18265499753818581,Normal,,95,46,27.03298246,37.8874,2.065217391,1.684210526,True,0,0
trip-153827265654297232,0,0.17323286272539962,Normal,,233,84,88.48246427,109.1848,2.773809524,1.533333333,True,1,0
trip-153815024903340563,0,0.16759663462920837,Normal,,17,11,9.855090576,12.2356,1.545454545,1.545454545,True,0,0
trip-153672127651656092,0,0.059721656087405206,Normal,,166,50,38.63252696,50.0505,3.32,7.875,False,0,0
trip-153845186341223055,0,0.07375587827955893,Normal,,1337,458,462.2365956,629.6083,2.919213974,1.526315789,True,1,0
trip-153729810530379286,0,0.12313230052332458,Normal,,958,516,551.3193586,683.0213,1.856589147,1.333333333,True,1,0
trip-153688991261485589,0,0.15907814768409734,Normal,-5.64,91,39,44.10223813,54.3716,2.333333333,1.5,True,1,0
trip-153682237752773461,0,0.10986115972741833,Normal,,33,12,10.3094805,15.0909,2.75,1.5,False,0,0
trip-153727661995707913,0,0.1919799822097477,Normal,,100,53,37.22567634,44.0547,1.886792453,1.882352941,True,1,0
trip-153799149389935699,0,0.15998513183896418,Normal,,66,60,45.06435143,67.6757,1.1,0.923076923,True,0,0
trip-153799039790523542,0,0.13785834673205377,Normal,,90,45,59.42674091,64.7288,2.0,1.909090909,False,0,0
trip-153732583524989145,0,0.0877407248849914,Normal,,87,22,21.77673583,27.2062,3.954545455,-1.0,False,0,0
trip-153738602083898440,0,0.12033955169391819,Normal,,63,56,41.34270411,51.1598,1.125,1.7,False,1,0
trip-153804768247611878,0,0.02124678889364995,Normal,,878,474,555.4823257,658.3196,1.852320675,2.0,True,0,0
trip-153854381158480419,0,0.06752878245548072,Normal,,1329,821,903.8446396,1070.2871,1.618757613,2.368421053,True,1,0
trip-153708766985194883,0,0.16490804697684647,Normal,,57,50,27.32830069,51.1725,1.14,0.75,True,0,0
trip-153817351550461336,0,0.15628749781188017,Normal,,413,218,221.1746424,276.1877,1.894495413,1.0,True,1,0
trip-153769620021890924,0,0.15999852764285033,Normal,,271,181,176.0811167,228.1696,1.497237569,1.111111111,True,1,0
trip-153676093831317129,0,0.17369926039391104,Normal,0.6283333333333333,225,118,132.8736537,145.9893,1.906779661,1.352941176,True,1,0
trip-153688185778807195,0,0.1836510282315838,Normal,,28,16,19.81522401,21.6287,1.75,1.428571429,True,1,0
trip-153849196930317464,0,0.10573925248845017,Normal,,936,574,683.4256788,791.4566,1.630662021,1.227272727,True,1,0
trip-153790637029398979,0,0.1226906488715972,Normal,,132,73,30.62805738,62.984,1.808219178,1.333333333,False,1,0
trip-153677118059072703,0,0.14164460166577753,Normal,,96,93,66.82628017,91.8796,1.032258065,1.0,True,0,0
trip-153748186085228749,0,0.17025091272815024,Normal,,294,136,154.8639762,187.1098,2.161764706,1.5625,True,1,0
trip-153773139758694678,0,0.1851452655677363,Normal,,144,100,88.5015507,106.0573,1.44,1.851851852,True,1,0
