trip_uuid,isolation_anomaly,isolation_score,Anomaly,delivery_time_hours,actual_time,osrm_time,actual_distance_to_destination,osrm_distance,factor,segment_factor,is_cutoff,duplicate_flag,same_city
trip-153745582066103295,0,0.13804573548234012,Normal,,165,124,110.7964274,153.1439,1.330645161,1.611111111,True,0,0
trip-153750699862676445,0,0.11718596540227394,Normal,,151,90,67.50701524,93.064,1.677777778,2.2,False,1,0
trip-153736194080386687,0,0.1903759075676526,Normal,,35,18,25.51557975,26.8706,1.944444444,1.944444444,True,1,0
trip-153772602786161577,0,0.17098543135222222,Normal,-0.18,112,51,66.9633512,72.4788,2.196078431,2.470588235,True,0,0
trip-153798717393530159,0,0.15892446585365644,Normal,,375,244,176.7340416,287.6064,1.536885246,1.928571429,True,1,0
trip-153816805956285514,0,0.17196170202804417,Normal,,21,16,22.14161921,23.0235,1.3125,1.3125,True,0,0
trip-153686561651482302,0,0.17236844716700644,Normal,,174,112,133.3409781,154.0642,1.553571429,1.277777778,True,1,0
trip-153799532025640140,0,0.06910381917531516,Normal,,1631,644,726.1338249,860.5187,2.532608696,1.4375,True,1,0
trip-153736978544537679,0,0.18776319608013892,Normal,,29,18,22.5982709,24.108,1.611111111,1.611111111,True,1,0
trip-153719680786277914,0,0.043031859397360206,Normal,,166,66,48.63523677,67.8071,2.515151515,10.0,False,0,0
trip-153698563116941984,0,0.16660136194361236,Normal,,21,14,9.09957033,11.0991,1.5,1.5,True,0,0
trip-153817425629451735,0,0.15333596237267788,Normal,,530,263,308.5209296,353.8584,2.015209125,1.466666667,True,1,0
trip-153777454395990939,0,0.06555531905392381,Normal,,882,650,708.315926,874.0826,1.356923077,0.1,True,1,0
trip-153687268693085641,0,0.1786599175205585,Normal,,33,28,23.03177537,30.3047,1.178571429,1.178571429,True,1,0
trip-153796991899852276,0,0.1758642221949176,Normal,,222,133,154.0194545,168.6626,1.669172932,1.5,True,1,0
trip-153686168263314719,0,0.14291606142719132,Normal,,507,308,332.5763224,379.9223,1.646103896,1.52173913,True,1,0
trip-153711117863581926,0,0.11960425929253671,Normal,,1045,552,642.9340672,760.1426,1.893115942,1.9,True,1,0
trip-153820091781521661,0,0.10631816807846056,Normal,15.73,70,43,44.78348893,59.3172,1.627906977,1.631578947,True,1,0
trip-153758879673550217,0,0.1877780637446405,Normal,,85,34,44.62714377,48.4102,2.5,2.071428571,True,1,0
trip-153729364786613267,0,0.13630793725473933,Normal,,621,377,375.6074996,528.2183,1.647214854,1.65,True,1,0
trip-153819749763881430,0,0.11215244274257719,Normal,,846,394,462.9887821,507.6197,2.147208122,3.117647059,True,1,0
trip-153709022709120133,0,0.1613993831818799,Normal,,313,174,154.9912569,202.3275,1.798850575,0.518518519,True,1,0
trip-153740725791885974,0,0.11661971494092394,Normal,,42,26,26.23731892,28.435,1.615384615,4.0,False,1,0
trip-153765877546262006,0,0.16449194969513126,Normal,,18,13,9.12226484,10.4216,1.384615385,1.384615385,True,0,0
trip-153684926916579957,0,0.11329143649712015,Normal,,780,501,484.2222237,668.9956,1.556886228,2.5,True,1,0
trip-153763047980223444,0,0.16034997992710665,Normal,,69,21,19.05201261,21.2975,3.285714286,1.75,True,1,0
trip-153835286645770276,0,0.16669152270537135,Normal,,157,49,63.51362104,70.6835,3.204081633,2.333333333,True,1,0
trip-153727816268339295,0,0.14631432072262762,Normal,,308,216,264.2522135,295.0641,1.425925926,1.0,True,1,0
trip-153841028998456842,0,0.09751768775674402,Normal,,38,13,9.112978643,13.1208,2.923076923,2.923076923,False,0,0
trip-153688778049916588,0,0.1668987052957855,Normal,-1.9733333333333334,104,44,36.35982767,48.3187,2.363636364,1.384615385,True,0,0
trip-153740292597322295,1,-0.040163523927745914,Fraud,,1941,998,1114.10794,1367.7966,1.94488978,1.375,False,1,0
trip-153833667659423892,0,0.0335265063831931,Normal,,729,367,419.1382842,480.4953,1.986376022,3.9375,True,0,0
trip-153792589066373101,0,0.16414080850157592,Normal,,170,120,110.088516,134.1411,1.416666667,0.47826087,True,1,0
trip-153704087845900179,0,0.1023824252916472,Normal,,258,104,117.9401758,140.2953,2.480769231,1.714285714,False,1,0
trip-153676395481405780,0,0.1430658838914698,Normal,,66,36,25.63070367,30.2219,1.833333333,1.8,False,0,0
trip-153741093647649320,0,0.16392343257291808,Normal,,14,11,10.43566024,11.9653,1.272727273,1.272727273,True,1,0
trip-153827839937641823,0,0.07182040837051207,Normal,,1725,804,946.7177183,1122.0115,2.145522388,1.833333333,True,1,0
trip-153715268512888643,0,0.15280844184172349,Normal,,19,22,22.14071157,23.6085,0.863636364,0.863636364,True,0,0
trip-153689115788141729,0,0.11470715970859358,Normal,,131,87,93.90119656,116.5718,1.505747126,1.285714286,False,1,0
trip-153844265108183641,0,0.13327753909936807,Normal,-8.593333333333334,42,21,18.34610484,26.2831,2.0,2.727272727,True,1,0
trip-153784682648083916,0,0.08082506637660447,Normal,,1434,720,817.0479961,1007.5106,1.991666667,0.833333333,True,1,0
trip-153772967827599776,0,0.09053420472975016,Normal,,1337,633,836.9708374,895.4683,2.112164297,1.15,True,1,0
trip-153678943654754161,0,0.1902496486672201,Normal,,62,40,24.51887272,41.5743,1.55,1.55,True,1,0
trip-153721225354510374,0,0.12329759775232707,Normal,,34,15,17.4482345,20.0862,2.266666667,2.333333333,False,0,0
trip-153794528932728683,0,0.07799838579961615,Normal,20.27166666666667,221,80,89.48183954,102.3006,2.7625,2.0,True,1,0
trip-153757034445180140,0,0.19195167054812973,Normal,,34,20,27.14297519,28.075,1.7,1.8,True,1,0
trip-153790803188325802,0,0.1672396491401139,Normal,,36,34,26.20278825,31.3556,1.058823529,1.058823529,True,1,0
trip-153821166795905376,1,-0.07410420160879605,Fraud,,1065,141,53.54114058,94.0928,7.553191489,7.553191489,False,0,0
trip-153796479349968193,0,0.12442127612749693,Normal,,107,48,51.94916498,61.9103,2.229166667,0.777777778,False,1,0
trip-153734583882101389,0,0.1606824428311051,Normal,-4.873333333333333,84,48,67.56330514,68.6193,1.75,1.866666667,True,0,0
trip-153756308725951466,0,0.15504262832619403,Normal,,48,60,49.96419654,55.0714,0.8,0.59375,True,1,0
trip-153691467675448833,0,0.12844862449368555,Normal,,670,257,286.0044586,340.723,2.607003891,2.266666667,True,1,0
trip-153710899874596076,0,0.18231228845463188,Normal,,68,38,46.11979797,53.4163,1.789473684,1.777777778,True,0,0
trip-153686723285930284,0,0.10580209551775677,Normal,,747,467,484.3247972,590.4938,1.599571734,3.133333333,True,1,0
trip-153705615539965027,0,0.13979474088631605,Normal,,83,41,30.83728437,37.9259,2.024390244,1.0,False,0,0
trip-153824975858312782,0,0.05123960074701883,Normal,,1868,1048,1122.341329,1406.724,1.782442748,1.304347826,True,1,0
trip-153785800712907458,0,0.14000156215822268,Normal,,63,34,42.8337931,44.774,1.852941176,2.066666667,False,1,0
trip-153684971946545590,0,0.15774914509914661,Normal,,170,62,67.01268303,79.9422,2.741935484,1.682539683,True,0,0
trip-153844768882993868,0,0.19081431123981135,Normal,,33,20,27.62431864,29.631,1.65,1.666666667,True,1,0
trip-153746834953980860,0,0.0003641104373379722,Normal,,2085,592,462.40787,819.1985,3.521959459,3.307692308,True,1,0
trip-153756408612026425,1,-0.013431831128102312,Fraud,,613,76,92.72826962,107.8925,8.065789474,1.0,False,1,0
trip-153758287379053006,0,0.10639208749579954,Normal,,591,209,248.4176288,287.5722,2.827751196,4.095238095,True,1,0
trip-153751820785192976,0,0.1608702454329909,Normal,,213,110,132.9351606,152.772,1.936363636,3.235294118,True,1,0
trip-153803111663500887,0,0.1479000421450618,Normal,,171,97,110.2967045,137.1448,1.762886598,1.451612903,True,0,0
trip-153714615114839262,0,0.09711364795923932,Normal,,188,42,46.42463828,56.1108,4.476190476,4.833333333,True,1,0
trip-153775004715325808,0,0.12942631544357797,Normal,,37,29,29.23158472,31.0922,1.275862069,0.833333333,False,0,0
trip-153706266462398194,0,0.06531950841760376,Normal,,1856,1010,1034.209774,1398.9795,1.837623762,1.483870968,True,1,0
trip-153839198064132248,0,0.18792477721351114,Normal,,85,57,67.9239053,71.2783,1.49122807,1.5625,True,1,0
trip-153828437927977583,0,0.1416097832355927,Normal,-6.546666666666667,122,89,89.23674968,111.9083,1.370786517,1.323529412,True,1,0
trip-153695688994172420,0,0.1251592042666541,Normal,,130,65,54.85327958,80.2726,2.0,1.933333333,False,0,0
trip-153737849650943585,0,0.04191462397258361,Normal,,2116,996,1167.650302,1358.1007,2.124497992,1.5,True,1,0
trip-153696743051991392,0,0.18029447822389283,Normal,,113,82,88.26356649,98.8354,1.37804878,1.4,True,1,0
trip-153835884405657076,0,0.19195184620583516,Normal,,63,35,45.8753575,46.6904,1.8,2.2,True,1,0
trip-153802205031197872,0,0.1367405379183701,Normal,,374,100,110.4070727,121.099,3.74,2.125,True,1,0
trip-153817177474662137,0,0.16811889805650915,Normal,,48,43,29.06870576,37.8813,1.11627907,1.047619048,True,0,0
trip-153824842534118898,0,0.08886186640736737,Normal,,1296,695,814.7423752,949.4385,1.864748201,2.555555556,True,1,0
trip-153827093664431560,0,0.19102631030499417,Normal,,99,46,44.04647227,53.1245,2.152173913,2.2,True,1,0
trip-153809309933978376,0,0.19346280767080493,Normal,,58,34,28.81473502,37.4531,1.705882353,1.5,True,1,0
trip-153700005863887180,0,0.04895218139936974,Normal,-8.33,1456,684,748.6455574,898.705,2.128654971,2.210526316,True,1,0
trip-153859003271955591,0,0.12482692039711779,Normal,,720,421,465.1948459,539.1408,1.710213777,0.827586207,True,1,0
trip-153824431669238963,1,-0.0033912084590353997,Fraud,,2252,1240,1364.064782,1663.0318,1.816129032,1.176470588,True,1,0
trip-153748835421987673,0,0.1445044546879119,Normal,,72,39,41.40078982,46.7611,1.846153846,1.466666667,False,0,0
trip-153758895506669465,0,0.18021323990244842,Normal,-2.305,45,23,23.08152108,26.9672,1.956521739,1.956521739,True,0,0
trip-153717640309053191,0,0.12203306383904139,Normal,,150,62,64.20205662,74.6306,2.419354839,5.428571429,True,0,0
trip-153723582570634149,0,0.07037684219746632,Normal,,1570,862,880.9702142,1209.6273,1.821345708,2.48,True,1,0
trip-153766054550721892,0,0.08015701402382536,Normal,,1636,815,902.0584365,1128.6899,2.007361963,1.857142857,True,1,0
trip-153763294768722277,0,0.14505711836665597,Normal,5.476666666666667,157,58,82.01408382,82.8673,2.706896552,2.0,True,1,0
trip-153686102312374784,0,0.1830037948735121,Normal,,44,36,28.65098489,36.2931,1.222222222,1.222222222,True,1,0
trip-153768537639294203,0,0.16782054192561602,Normal,,26,12,9.74840761,11.8217,2.166666667,2.166666667,True,0,0
trip-153748366924683976,0,0.18089848337695785,Normal,,159,80,67.16276111,91.8657,1.9875,2.826086957,True,1,0
trip-153712971315208488,1,-0.05616671546197094,Fraud,,2388,1424,1543.23492,1886.6319,1.676966292,1.0,True,1,0
trip-153794912084112206,0,0.0522596857135057,Normal,11.556666666666667,909,399,485.9949123,546.2591,2.278195489,1.277777778,True,1,0
trip-153727255364408594,0,0.12935269106320918,Normal,,95,48,52.31417575,65.7435,1.979166667,0.909090909,False,1,0
trip-153697579088789222,0,0.05127020838482055,Normal,,1319,751,770.1314722,1024.5111,1.7563249,4.235294118,True,1,0
trip-153722866118069256,0,0.18816662696179298,Normal,,29,19,22.7526816,24.9402,1.526315789,1.333333333,True,1,0
trip-153815747489646132,0,0.19283695619294233,Normal,,72,46,44.28271618,53.078,1.565217391,1.266666667,True,1,0
trip-153789045532760158,0,0.10591475010074214,Normal,5.496666666666667,453,176,154.9087372,199.5157,2.573863636,0.5,True,1,0
trip-153769236777062367,0,0.07678833807486823,Normal,-3.5966666666666667,399,198,248.8788912,280.5336,2.015151515,1.476190476,True,0,0
trip-153816304702437656,0,0.17941176233001194,Normal,,32,20,18.52966609,19.2267,1.6,2.090909091,True,0,0
trip-153723402751707419,0,0.17358244515410598,Normal,,22,13,18.17430431,19.0146,1.692307692,1.333333333,True,0,0
trip-153713772908339478,0,0.18564873104629553,Normal,,36,25,22.6161096,26.3614,1.44,1.44,True,0,0
trip-153749785636665440,0,0.16080551807400068,Normal,,335,185,221.5529693,249.2086,1.810810811,2.052631579,True,1,0
trip-153844768882993868,0,0.13517780665058093,Normal,,37,23,28.33185255,32.8624,1.608695652,1.5,False,1,0
trip-153724599232581942,0,0.08259611995624716,Normal,,1441,613,638.5613373,802.0007,2.350734095,2.035714286,True,1,0
trip-153782002949147650,0,0.18500832460114347,Normal,0.38,32,21,18.85970577,23.1164,1.523809524,1.444444444,True,1,0
trip-153790870876016701,0,0.13744481258043395,Normal,,678,364,484.3508671,516.3927,1.862637363,1.375,True,1,0
trip-153836741596715178,0,0.1433082624750629,Normal,-8.068333333333333,53,23,22.69268151,25.3926,2.304347826,2.304347826,True,0,0
trip-153846035308581166,0,0.05460355546664547,Normal,,1965,897,1056.201968,1220.9211,2.190635452,2.0,True,1,0
trip-153714954296844899,0,0.16697002530409227,Normal,,16,10,9.478552167,11.8768,1.6,1.6,True,0,0
trip-153781945271407083,0,0.16114152817684857,Normal,,352,203,242.2670943,268.3387,1.733990148,1.363636364,True,1,0
trip-153756881824190491,0,0.14647222872424032,Normal,,15,17,9.767973187,16.2759,0.882352941,0.882352941,True,1,0
trip-153713585025294796,0,0.05108402696213843,Normal,-8.505,196,94,98.2345722,133.9671,2.085106383,1.894736842,False,0,0
trip-153759189560949937,0,0.18459501993831307,Normal,,194,102,110.6886863,134.8747,1.901960784,1.7,True,1,0
trip-153825242555394853,0,0.10720256141154999,Normal,-10.133333333333333,332,143,177.1349937,192.8686,2.321678322,1.75,True,1,0
trip-153713181068220360,0,0.15130877398230608,Normal,,325,228,265.8029218,305.6729,1.425438596,2.0,True,1,0
trip-153753847846578858,0,0.1397660751847543,Normal,6.855,104,53,44.81613068,48.9124,1.962264151,3.571428571,True,1,0
trip-153765422621700911,0,0.1769273107143161,Normal,,63,38,27.51783213,37.3484,1.657894737,2.615384615,True,0,0
trip-153708134375441032,0,0.16319040939052432,Normal,2.6466666666666665,29,22,18.07757459,20.9166,1.318181818,1.222222222,True,1,0
trip-153819040274854866,0,0.13122350572446595,Normal,-5.778333333333333,392,159,176.1987817,221.6874,2.465408805,1.5,True,1,0
trip-153747600964202578,0,0.1534715660091937,Normal,,534,268,310.1773037,350.5764,1.992537313,1.925925926,True,1,0
trip-153717710366208494,0,0.18981666482193787,Normal,,85,57,67.17761078,76.231,1.49122807,1.533333333,True,1,0
trip-153801189681302558,0,0.1705889603203804,Normal,,31,26,19.57468802,24.5836,1.192307692,0.818181818,True,1,0
trip-153775545735936976,1,-0.08010753058242015,Fraud,-8.38,215,30,22.02580156,33.3357,7.166666667,26.6,False,0,0
trip-153679241240309006,0,9.982393679752732e-05,Normal,,710,177,178.8997633,241.7534,4.011299435,14.66666667,True,1,0
trip-153844113629077468,0,0.1736985229960617,Normal,,116,54,66.03678369,77.6807,2.148148148,1.777777778,True,0,0
trip-153695796175292159,0,0.144563700774327,Normal,,24,30,9.310644486,25.7338,0.8,0.8,True,1,0
trip-153723175148391138,0,0.1392315559793426,Normal,,592,345,375.5538344,432.0357,1.715942029,1.238095238,True,1,0
trip-153722456351250320,0,0.17889938072188422,Normal,,40,33,27.14200507,33.9647,1.212121212,1.230769231,True,1,0
trip-153757241108569920,0,0.1647747634466693,Normal,,70,38,44.57868878,55.0393,1.842105263,4.75,True,1,0
trip-153856686441367873,0,0.06583276047856024,Normal,,465,268,264.1901394,348.8839,1.735074627,3.0,True,0,0
trip-153842713970572132,0,0.19139121538143766,Normal,,32,19,22.25589885,26.8158,1.684210526,1.684210526,True,1,0
trip-153828994104597545,0,0.1853236181053684,Normal,,56,46,48.63125269,54.0862,1.217391304,1.15,True,1,0
trip-153672012445728568,0,0.17882205741461382,Normal,,58,36,28.68878308,33.8171,1.611111111,0.857142857,True,0,0
trip-153775750038541173,0,0.1231865931404586,Normal,,12,48,58.94296241,68.8763,0.25,-0.7,True,1,0
trip-153827517431934159,0,0.13816589763244924,Normal,7.463333333333333,33,21,22.3429416,23.6073,1.571428571,1.571428571,True,0,0
trip-153791439237340383,0,0.11660403341853232,Normal,,49,37,36.52315327,40.1897,1.324324324,-1.0,False,0,0
trip-153678592045792302,0,0.16581795471777538,Normal,,17,11,9.33644425,10.9152,1.545454545,1.545454545,True,0,0
trip-153682734831749620,0,0.18198811685196925,Normal,,31,25,22.87393589,26.1653,1.24,1.24,True,1,0
trip-153851243698591845,0,0.19266134585449896,Normal,,76,48,44.0395432,49.3113,1.583333333,1.555555556,True,1,0
trip-153765257715771878,0,0.1747483662512732,Normal,,108,52,66.34633742,71.1312,2.076923077,1.866666667,True,0,0
trip-153739501062897527,0,0.07136096182932905,Normal,,469,172,221.2891008,244.7544,2.726744186,2.888888889,True,0,0
trip-153807505454764367,0,0.1370851389789332,Normal,,54,30,40.92710261,43.863,1.8,2.0,False,1,0
trip-153755779245834106,1,-0.051488539324758054,Fraud,,2159,1047,1201.371423,1406.5165,2.062082139,2.297297297,False,1,0
trip-153847800612355423,0,0.139465305688054,Normal,,705,381,396.1364356,502.3139,1.850393701,1.4375,True,1,0
trip-153756885834070181,0,0.15996462706838938,Normal,,444,240,264.8295674,327.1514,1.85,1.684210526,True,1,0
trip-153781576433830290,0,0.0968398388194589,Normal,,372,155,176.0433235,220.4841,2.4,3.0,True,0,0
trip-153673002682350292,0,0.13575056089626553,Normal,,49,29,26.46953789,35.2926,1.689655172,0.625,False,0,0
trip-153765415595190372,0,0.1599046748726346,Normal,,11,8,9.874876893,10.2864,1.375,1.375,True,1,0
trip-153734366691439317,0,0.18159918690040389,Normal,,122,80,88.53047207,108.5594,1.525,1.2,True,1,0
trip-153766828353784506,0,0.029046356071827484,Normal,14.273333333333333,704,324,353.4133503,432.5464,2.172839506,3.615384615,True,1,0
trip-153860620367990708,0,0.1855787226702299,Normal,,84,32,27.10699841,40.7624,2.625,2.333333333,True,1,0
trip-153701475340077575,0,0.18189383821115457,Normal,,35,27,26.6411705,31.2303,1.296296296,1.296296296,True,0,0
trip-153755779245834106,0,0.18961434098610225,Normal,,126,77,88.66961804,104.2522,1.636363636,1.588235294,True,1,0
trip-153772883314236517,0,0.18417595926133212,Normal,,164,79,88.67930814,103.8601,2.075949367,1.5,True,1,0
trip-153848817741334859,0,0.1720532077846162,Normal,,68,34,18.27394874,39.2864,2.0,0.68,True,0,0
trip-153783330430806804,0,0.17880690611362882,Normal,,89,45,54.93252052,62.6031,1.977777778,2.375,True,0,0
trip-153836697913613926,0,0.18573612870497153,Normal,,130,61,66.03007752,74.617,2.131147541,2.4,True,1,0
trip-153798748784900269,0,0.10526742704638248,Normal,,638,349,396.270699,464.441,1.828080229,4.25,True,1,0
trip-153696265247073166,0,0.18447939875309438,Normal,,32,21,28.04220612,29.4313,1.523809524,1.666666667,True,0,0
trip-153746539643576724,0,0.1345993813855743,Normal,,74,32,40.30019524,43.3243,2.3125,1.818181818,False,1,0
trip-153758713730683347,0,0.09382281382126373,Normal,-4.223333333333334,108,63,64.92300586,85.832,1.714285714,1.48,False,0,0
trip-153680844688052063,0,0.16038757986913865,Normal,,245,156,132.4359921,177.2213,1.570512821,0.6,True,1,0
trip-153841720103113533,0,0.08778663832174394,Normal,,1205,731,792.8915381,943.6626,1.648426813,1.764705882,True,1,0
trip-153694018195636696,0,0.1676184593164336,Normal,,53,51,45.40235804,48.4593,1.039215686,0.958333333,True,1,0
trip-153797829426304553,0,0.18316111261148788,Normal,,224,95,110.0006986,129.6171,2.357894737,1.842105263,True,1,0
trip-153783055298822677,0,0.11066825534675473,Normal,,44,22,20.72635299,24.0579,2.0,-1.0,False,1,0
trip-153702726667784912,0,0.18086121060148247,Normal,,79,53,36.41086972,62.663,1.490566038,1.545454545,True,0,0
trip-153736272364583799,0,0.13295349123801514,Normal,,731,425,462.0986329,545.0389,1.72,2.090909091,True,1,0
trip-153671307622926083,0,0.19269176000991228,Normal,,49,32,27.46519864,35.3235,1.53125,1.8,True,1,0
trip-153852278821500982,0,0.18781016335451078,Normal,,44,25,22.26926739,27.1757,1.76,1.76,True,0,0
trip-153797968311236522,0,0.11265984572071458,Normal,,105,40,51.27820202,56.1128,2.625,4.5,False,0,0
trip-153780733179834211,0,0.16914590505206728,Normal,,87,36,44.47303939,51.3267,2.416666667,4.2,True,1,0
trip-153732233042146826,0,0.18259849962070596,Normal,,86,65,45.81668889,64.6835,1.323076923,1.111111111,True,1,0
trip-153800439724116559,0,0.16574452791282207,Normal,,48,40,36.11979486,42.1004,1.2,0.888888889,True,0,0
trip-153756555552249406,0,0.19141113085720535,Normal,,37,19,23.75753485,24.4896,1.947368421,1.947368421,True,1,0
trip-153749958919826795,0,0.019035169592451107,Normal,10.876666666666667,188,97,43.37067423,80.1732,1.93814433,7.25,False,1,0
trip-153704530519726859,0,0.15846626777003314,Normal,,151,77,90.39566003,108.4262,1.961038961,2.476190476,True,0,0
trip-153811028449800691,0,0.11827230211302131,Normal,0.17833333333333334,999,482,484.2941589,621.8087,2.072614108,1.074074074,True,1,0
trip-153775782037183132,0,0.16724232336097156,Normal,,181,135,159.9150142,181.7029,1.340740741,1.285714286,True,1,0
trip-153704364237765598,0,0.18585066639890757,Normal,,118,73,74.88717532,103.0348,1.616438356,2.25,True,1,0
trip-153708729397640232,0,0.15390288167868355,Normal,,126,99,88.31774918,122.1105,1.272727273,1.652173913,True,0,0
trip-153739718392333999,0,0.13598073686376522,Normal,,687,382,462.0146441,520.5922,1.798429319,1.347826087,True,1,0
trip-153753465790272067,0,0.19331114691610085,Normal,,49,29,22.0293585,28.324,1.689655172,1.689655172,True,1,0
trip-153734620733433844,0,0.15037818288207372,Normal,,58,56,67.06157564,79.997,1.035714286,0.863636364,True,0,0
trip-153800038563813178,0,0.12008386246298419,Normal,,1010,507,550.6744133,716.4097,1.992110454,1.263157895,True,1,0
trip-153722681349125346,0,0.11827378448006631,Normal,,42,19,15.41671547,19.9489,2.210526316,3.2,False,0,0
trip-153703407702224208,0,0.1890320200660761,Normal,,127,80,66.51958212,81.1657,1.5875,1.52173913,True,1,0
trip-153772020171190329,0,0.13781907340456356,Normal,,80,45,38.27546456,51.4768,1.777777778,1.428571429,False,1,0
trip-153787191776393154,0,0.11943573372254807,Normal,,253,174,133.5593229,183.6387,1.454022989,1.25,True,0,0
trip-153852467263894227,0,0.08676697880938744,Normal,19.588333333333335,45,20,18.2115096,23.753,2.25,1.875,True,0,0
trip-153793807615959201,0,0.014069719079881637,Normal,13.953333333333333,1229,735,814.3925032,993.7131,1.672108844,1.588235294,True,1,0
trip-153819749763881430,0,0.130053353874164,Normal,1.9916666666666667,498,262,308.3985739,371.4918,1.900763359,2.625,True,1,0
trip-153766828353784506,0,0.09983092701842838,Normal,14.273333333333333,215,98,132.3204006,139.5709,2.193877551,1.266666667,True,1,0
trip-153776561655840147,0,0.033344725702730504,Normal,,2202,1084,1166.065379,1480.0558,2.031365314,1.333333333,True,1,0
trip-153859707172284836,0,0.10388083410874355,Normal,,102,70,50.44470847,81.0145,1.457142857,4.0,False,1,0
trip-153836976937654434,1,-0.0046367483252975905,Fraud,,2378,1270,1343.580029,1697.1672,1.872440945,2.333333333,True,1,0
trip-153694193079223317,0,0.11546974045317532,Normal,,224,58,69.59192414,81.977,3.862068966,3.176470588,True,0,0
trip-153750226440989323,0,0.14830500270645114,Normal,-2.94,16,7,10.31564279,10.6392,2.285714286,2.285714286,True,0,0
trip-153717554446463570,0,0.17163446272066535,Normal,,187,130,114.4079708,136.0799,1.438461538,1.228571429,True,1,0
trip-153737849650943585,0,0.10253573078012512,Normal,,510,124,133.3431032,171.7196,4.112903226,1.0,True,1,0
trip-153712528551739669,0,0.10459028483211635,Normal,,92,56,66.55666009,76.7718,1.642857143,4.333333333,False,0,0
trip-153799938034632401,0,0.1294257542939231,Normal,,681,417,374.2692633,522.9228,1.633093525,1.227272727,True,1,0
trip-153758112290708309,0,0.13518902443508357,Normal,10.278333333333334,45,31,28.05380589,33.557,1.451612903,1.545454545,True,1,0
trip-153747600964202578,0,0.13045653080516284,Normal,,259,179,156.6114364,223.2697,1.446927374,4.333333333,True,1,0
trip-153775466486235928,0,0.09128143604693556,Normal,6.39,539,357,308.5598767,390.6398,1.509803922,1.161290323,True,1,0
trip-153790058864010833,0,0.18927926052622135,Normal,,30,17,22.48360441,24.4244,1.764705882,1.764705882,True,1,0
trip-153770512827979400,0,0.13055738157093927,Normal,,36,23,18.8695348,33.2682,1.565217391,1.565217391,False,1,0
trip-153801195172078265,0,0.1281358140470214,Normal,,78,34,27.95474317,41.0457,2.294117647,2.833333333,False,1,0
trip-153808437942817553,0,0.1830782190965768,Normal,,194,82,88.22025701,110.2886,2.365853659,1.764705882,True,1,0
trip-153776013202880329,0,0.15940076644620255,Normal,,419,199,223.8074122,262.212,2.105527638,2.0,True,1,0
trip-153704418759679097,0,0.0915314391449043,Normal,,125,46,59.43625289,65.0477,2.717391304,5.909090909,False,0,0
trip-153721834717774994,0,0.12398494142750704,Normal,,625,289,353.4052851,407.7725,2.162629758,3.4,True,1,0
trip-153763932820500808,0,0.18608409424943206,Normal,,65,51,45.44636149,53.0664,1.274509804,1.380952381,True,1,0
trip-153690594557470170,0,0.09331909555540963,Normal,,437,145,154.7099514,205.7135,3.013793103,2.559633028,True,0,0
trip-153728279146986837,0,0.08092674235118735,Normal,,92,21,21.72738547,26.0336,4.380952381,4.0,False,0,0
trip-153746703993121890,1,-0.05913672178939411,Fraud,-10.406666666666666,2327,1240,1365.736778,1663.5256,1.876612903,3.647058824,True,1,0
trip-153697185613923372,0,0.10457646423124406,Normal,,162,27,36.37784566,37.6956,6.0,1.714285714,True,1,0
trip-153704721602172649,0,0.08700047852729603,Normal,7.903333333333333,227,209,156.6808458,214.7818,1.086124402,0.272727273,True,1,0
trip-153774094663572416,0,0.08699039885107823,Normal,5.456666666666667,84,35,45.3385701,49.4629,2.4,-1.0,False,0,0
trip-153733005409156789,0,0.07981603530673981,Normal,,1670,766,903.4055293,1035.0955,2.180156658,1.555555556,True,1,0
trip-153729569762510200,0,0.1359363314415492,Normal,,747,362,332.1332364,475.1494,2.063535912,1.75,True,1,0
trip-153851975358666886,0,0.15361872967952228,Normal,,15,14,10.9141987,11.6707,1.071428571,1.071428571,True,1,0
trip-153672418178422181,0,0.15962605795455465,Normal,,28,11,9.676166518,12.7202,2.545454545,2.545454545,True,0,0
trip-153860352246282031,0,0.08759266572978247,Normal,,1471,771,1013.012831,1091.9751,1.907911803,1.5,True,1,0
trip-153802185827308842,0,0.15834261994481486,Normal,2.415,28,21,10.32771379,18.8134,1.333333333,1.333333333,True,1,0
trip-153795526675602078,0,0.1759115256343508,Normal,,176,105,89.39491296,99.7125,1.676190476,0.884615385,True,1,0
trip-153807469042668406,0,0.05146415847033292,Normal,,1598,879,968.0904726,1204.8861,1.817974972,3.117647059,True,1,0
trip-153705217420105354,0,0.027725045251415614,Normal,,1449,611,682.7544586,815.1083,2.371522095,6.277777778,True,1,0
trip-153835048716978926,0,0.048849644254551516,Normal,-21.133333333333333,27,9,9.596583951,12.0232,3.0,3.0,True,0,0
trip-153729583336816598,1,-0.004056119200504638,Fraud,,2126,1169,1276.454087,1562.0933,1.818648417,3.647058824,True,1,0
trip-153795189783018370,0,0.05467698104413049,Normal,-7.746666666666667,1440,761,837.2572486,1007.6903,1.892247043,1.5,True,1,0
trip-153824842534118898,0,0.12320944471575979,Normal,,900,501,594.7840009,679.6927,1.796407186,1.625,True,1,0
trip-153850966312710995,0,0.11210859443890447,Normal,-0.7033333333333334,30,13,15.54614052,16.4055,2.307692308,1.0,False,0,0
trip-153727722567782821,0,0.05038151560687576,Normal,,106,17,9.650135342,14.8014,6.235294118,6.235294118,True,0,0
